,aerialsTotal,aerialsWon,clearances,cornersAccurate,cornersTotal,defensiveAerials,dispossessed,dribbledPast,dribblesAttempted,dribblesLost,dribblesWon,errorsCount,foulsCommited,goals,goalsConceded,home,interceptions,name,offensiveAerials,offsidesCaught,passesAccurate,passesKey,passesTotal,possession,result,shotsBlocked,shotsOffTarget,shotsOnPost,shotsOnTarget,shotsTotal,tackleSuccessful,tackleUnsuccesful,tacklesTotal,throwInsAccurate,throwInsTotal,touches
1111,29.0,12.0,21.0,2.0,4.0,9.0,14.0,9.0,14.0,2.0,12.0,3.0,5.0,0,4,1.0,10.0,West Ham,20.0,3.0,206.0,6.0,289.0,309.0,l,1.0,6.0,2.0,3.0,10.0,14.0,9.0,23.0,9.0,12.0,462.0
1112,20.0,10.0,26.0,2.0,4.0,9.0,13.0,5.0,14.0,7.0,7.0,0.0,8.0,0,3,0.0,21.0,Sunderland,11.0,2.0,211.0,7.0,301.0,320.0,l,5.0,4.0,0.0,2.0,11.0,16.0,5.0,21.0,16.0,24.0,496.0
1113,20.0,10.0,19.0,3.0,7.0,11.0,9.0,7.0,12.0,7.0,5.0,0.0,10.0,3,0,1.0,17.0,Swansea,9.0,1.0,389.0,11.0,477.0,516.0,w,2.0,7.0,0.0,5.0,14.0,20.0,7.0,27.0,22.0,27.0,681.0
1114,52.0,35.0,45.0,10.0,11.0,33.0,4.0,5.0,15.0,8.0,7.0,0.0,18.0,2,3,0.0,10.0,Bournemouth,19.0,0.0,447.0,13.0,545.0,574.0,l,6.0,8.0,0.0,4.0,18.0,7.0,5.0,12.0,23.0,28.0,753.0
1115,52.0,17.0,32.0,3.0,4.0,19.0,7.0,7.0,5.0,0.0,5.0,0.0,14.0,3,2,1.0,20.0,Burnley,33.0,5.0,139.0,13.0,242.0,253.0,w,2.0,6.0,0.0,7.0,15.0,12.0,7.0,19.0,15.0,20.0,435.0
1116,45.0,22.0,30.0,2.0,4.0,30.0,12.0,14.0,13.0,4.0,9.0,0.0,16.0,2,3,0.0,12.0,Everton,15.0,3.0,287.0,10.0,400.0,429.0,l,3.0,4.0,0.0,4.0,11.0,22.0,14.0,36.0,22.0,25.0,609.0
1117,45.0,23.0,28.0,2.0,2.0,15.0,17.0,9.0,19.0,5.0,14.0,0.0,11.0,3,2,1.0,14.0,Watford,30.0,3.0,262.0,10.0,357.0,385.0,w,1.0,4.0,0.0,6.0,11.0,16.0,9.0,25.0,18.0,25.0,598.0
1118,26.0,15.0,29.0,3.0,7.0,9.0,12.0,10.0,7.0,2.0,5.0,1.0,6.0,1,3,0.0,18.0,Stoke,17.0,3.0,212.0,9.0,288.0,310.0,l,2.0,5.0,0.0,5.0,12.0,15.0,10.0,25.0,15.0,17.0,472.0
1119,26.0,11.0,16.0,5.0,7.0,17.0,7.0,5.0,18.0,8.0,10.0,0.0,9.0,3,1,1.0,13.0,Arsenal,9.0,3.0,463.0,17.0,539.0,561.0,w,8.0,7.0,0.0,6.0,21.0,14.0,5.0,19.0,25.0,25.0,725.0
1120,39.0,17.0,35.0,1.0,7.0,18.0,16.0,5.0,13.0,4.0,9.0,0.0,14.0,3,3,0.0,4.0,Crystal Palace,21.0,0.0,247.0,10.0,340.0,358.0,d,3.0,6.0,0.0,6.0,15.0,7.0,5.0,12.0,10.0,12.0,517.0
1121,39.0,22.0,22.0,1.0,4.0,21.0,5.0,9.0,7.0,2.0,5.0,0.0,16.0,3,3,1.0,5.0,Hull,18.0,2.0,352.0,12.0,448.0,473.0,d,2.0,7.0,0.0,6.0,15.0,20.0,9.0,29.0,20.0,25.0,620.0
1122,37.0,19.0,27.0,3.0,11.0,27.0,9.0,6.0,18.0,5.0,13.0,1.0,7.0,2,4,0.0,11.0,Man City,10.0,3.0,633.0,15.0,699.0,748.0,l,7.0,8.0,0.0,4.0,19.0,7.0,6.0,13.0,20.0,21.0,903.0
1123,37.0,18.0,44.0,2.0,3.0,10.0,3.0,13.0,10.0,4.0,6.0,0.0,10.0,4,2,1.0,11.0,Leicester,27.0,0.0,122.0,7.0,205.0,212.0,w,1.0,4.0,0.0,6.0,11.0,14.0,13.0,27.0,8.0,12.0,371.0
1124,32.0,17.0,21.0,10.0,11.0,16.0,6.0,5.0,22.0,13.0,9.0,1.0,9.0,2,2,0.0,10.0,Chelsea,16.0,3.0,416.0,22.0,488.0,514.0,d,9.0,12.0,0.0,7.0,28.0,18.0,5.0,23.0,17.0,21.0,697.0
1125,32.0,15.0,18.0,0.0,1.0,16.0,14.0,9.0,9.0,4.0,5.0,0.0,17.0,2,2,1.0,10.0,Swansea,16.0,0.0,313.0,2.0,399.0,419.0,d,2.0,2.0,0.0,2.0,6.0,19.0,9.0,28.0,22.0,24.0,582.0
1126,22.0,14.0,15.0,2.0,8.0,10.0,15.0,9.0,5.0,4.0,1.0,2.0,7.0,0,4,0.0,17.0,Hull,12.0,0.0,316.0,4.0,425.0,458.0,l,2.0,4.0,0.0,0.0,6.0,22.0,9.0,31.0,14.0,15.0,614.0
1127,22.0,8.0,33.0,4.0,5.0,12.0,19.0,1.0,12.0,3.0,9.0,1.0,9.0,4,0,1.0,16.0,Everton,10.0,4.0,377.0,11.0,469.0,486.0,w,2.0,4.0,0.0,8.0,14.0,19.0,1.0,20.0,24.0,30.0,689.0
1128,29.0,17.0,19.0,4.0,5.0,20.0,12.0,10.0,12.0,2.0,10.0,1.0,6.0,1,3,0.0,10.0,Arsenal,9.0,1.0,659.0,9.0,752.0,775.0,l,5.0,4.0,1.0,2.0,11.0,10.0,10.0,20.0,9.0,11.0,915.0
1129,29.0,12.0,23.0,3.0,4.0,9.0,7.0,10.0,13.0,3.0,10.0,0.0,5.0,3,1,1.0,18.0,West Brom,20.0,2.0,130.0,10.0,221.0,235.0,w,1.0,3.0,0.0,8.0,12.0,14.0,10.0,24.0,11.0,21.0,390.0
1130,51.0,16.0,28.0,1.0,5.0,35.0,7.0,13.0,21.0,13.0,8.0,0.0,14.0,3,2,0.0,5.0,Leicester,16.0,0.0,234.0,9.0,354.0,366.0,w,2.0,4.0,0.0,5.0,11.0,23.0,13.0,36.0,9.0,18.0,530.0
1131,51.0,35.0,22.0,3.0,6.0,16.0,12.0,8.0,24.0,11.0,13.0,0.0,10.0,2,3,1.0,15.0,West Ham,35.0,2.0,394.0,15.0,478.0,518.0,l,5.0,8.0,0.0,7.0,20.0,20.0,8.0,28.0,21.0,25.0,710.0
1132,55.0,31.0,37.0,4.0,5.0,24.0,9.0,4.0,13.0,6.0,7.0,0.0,7.0,0,0,0.0,9.0,Burnley,31.0,1.0,272.0,11.0,384.0,407.0,d,6.0,7.0,0.0,3.0,16.0,9.0,4.0,13.0,20.0,28.0,590.0
1133,55.0,24.0,51.0,1.0,3.0,31.0,5.0,7.0,8.0,4.0,4.0,1.0,14.0,0,0,1.0,10.0,Sunderland,24.0,0.0,186.0,11.0,297.0,320.0,d,2.0,7.0,0.0,5.0,14.0,15.0,7.0,22.0,17.0,19.0,487.0
1134,42.0,19.0,28.0,0.0,2.0,15.0,7.0,10.0,20.0,11.0,9.0,0.0,15.0,0,1,0.0,6.0,Watford,27.0,1.0,272.0,5.0,394.0,408.0,l,0.0,4.0,0.0,2.0,6.0,15.0,10.0,25.0,20.0,36.0,578.0
1135,42.0,23.0,43.0,1.0,3.0,27.0,8.0,9.0,17.0,7.0,10.0,1.0,8.0,1,0,1.0,7.0,Crystal Palace,15.0,1.0,187.0,5.0,284.0,308.0,w,2.0,5.0,0.0,0.0,7.0,18.0,9.0,27.0,14.0,19.0,497.0
1136,25.0,16.0,12.0,2.0,4.0,15.0,15.0,13.0,13.0,2.0,11.0,2.0,9.0,0,2,0.0,14.0,Swansea,10.0,1.0,374.0,4.0,476.0,513.0,l,4.0,5.0,0.0,1.0,10.0,18.0,13.0,31.0,20.0,24.0,677.0
1137,25.0,9.0,30.0,2.0,2.0,10.0,7.0,11.0,24.0,11.0,13.0,0.0,10.0,2,0,1.0,17.0,Bournemouth,15.0,2.0,359.0,9.0,449.0,469.0,w,2.0,4.0,0.0,6.0,12.0,17.0,11.0,28.0,19.0,21.0,655.0
1138,29.0,16.0,29.0,9.0,11.0,16.0,16.0,7.0,16.0,5.0,11.0,0.0,11.0,2,1,0.0,15.0,Chelsea,13.0,2.0,439.0,15.0,522.0,535.0,w,8.0,5.0,2.0,7.0,20.0,23.0,7.0,30.0,22.0,23.0,741.0
1139,29.0,13.0,17.0,2.0,5.0,13.0,20.0,11.0,10.0,3.0,7.0,1.0,16.0,1,2,1.0,16.0,Stoke,16.0,3.0,194.0,3.0,290.0,303.0,l,2.0,2.0,0.0,1.0,5.0,21.0,11.0,32.0,10.0,22.0,481.0
1140,49.0,25.0,26.0,1.0,1.0,23.0,10.0,16.0,11.0,8.0,3.0,1.0,16.0,1,2,0.0,19.0,West Ham,26.0,1.0,257.0,4.0,350.0,360.0,l,2.0,2.0,0.0,3.0,7.0,25.0,16.0,41.0,6.0,12.0,527.0
1141,49.0,24.0,17.0,6.0,7.0,26.0,8.0,3.0,33.0,17.0,16.0,0.0,16.0,2,1,1.0,7.0,Chelsea,23.0,1.0,480.0,11.0,556.0,580.0,w,4.0,6.0,0.0,6.0,16.0,18.0,3.0,21.0,23.0,29.0,772.0
1142,33.0,22.0,31.0,3.0,3.0,12.0,10.0,11.0,6.0,2.0,4.0,2.0,10.0,2,4,0.0,11.0,Stoke,21.0,2.0,242.0,3.0,322.0,333.0,l,0.0,3.0,0.0,2.0,5.0,17.0,11.0,28.0,12.0,16.0,477.0
1143,33.0,11.0,21.0,6.0,8.0,22.0,10.0,4.0,18.0,7.0,11.0,0.0,12.0,4,2,1.0,10.0,Chelsea,11.0,2.0,401.0,14.0,473.0,491.0,w,3.0,8.0,0.0,7.0,18.0,12.0,4.0,16.0,19.0,23.0,648.0
1144,31.0,10.0,49.0,1.0,2.0,19.0,4.0,22.0,20.0,3.0,17.0,0.0,14.0,1,2,0.0,14.0,Middlesbrough,12.0,0.0,241.0,6.0,332.0,349.0,l,3.0,4.0,0.0,2.0,9.0,12.0,22.0,34.0,12.0,14.0,537.0
1145,31.0,21.0,20.0,3.0,12.0,12.0,7.0,17.0,27.0,5.0,22.0,1.0,9.0,2,1,1.0,8.0,Man Utd,19.0,5.0,532.0,23.0,610.0,664.0,w,8.0,12.0,2.0,12.0,32.0,7.0,17.0,24.0,12.0,15.0,832.0
1146,36.0,17.0,19.0,2.0,3.0,21.0,11.0,9.0,13.0,3.0,10.0,0.0,9.0,3,0,0.0,16.0,Bournemouth,15.0,2.0,483.0,8.0,571.0,594.0,w,0.0,5.0,0.0,6.0,11.0,16.0,9.0,25.0,12.0,14.0,753.0
1147,36.0,19.0,21.0,2.0,4.0,15.0,9.0,10.0,16.0,7.0,9.0,3.0,14.0,0,3,1.0,11.0,Swansea,21.0,1.0,370.0,9.0,451.0,487.0,l,4.0,5.0,0.0,5.0,14.0,14.0,10.0,24.0,18.0,20.0,649.0
1148,29.0,18.0,39.0,1.0,2.0,18.0,13.0,6.0,24.0,8.0,16.0,0.0,9.0,1,4,0.0,13.0,Sunderland,11.0,2.0,314.0,9.0,418.0,437.0,l,3.0,5.0,0.0,3.0,11.0,12.0,6.0,18.0,24.0,25.0,627.0
1149,29.0,11.0,10.0,1.0,6.0,11.0,10.0,16.0,8.0,2.0,6.0,1.0,10.0,4,1,1.0,12.0,Burnley,18.0,3.0,233.0,14.0,344.0,370.0,w,2.0,8.0,0.0,6.0,16.0,21.0,16.0,37.0,17.0,25.0,518.0
1150,40.0,16.0,28.0,1.0,3.0,15.0,20.0,11.0,11.0,2.0,9.0,0.0,17.0,2,1,0.0,16.0,West Brom,25.0,1.0,175.0,4.0,278.0,292.0,w,1.0,3.0,0.0,3.0,7.0,22.0,11.0,33.0,16.0,24.0,485.0
1151,40.0,24.0,29.0,2.0,8.0,25.0,15.0,9.0,18.0,7.0,11.0,0.0,13.0,1,2,1.0,7.0,Southampton,15.0,1.0,475.0,7.0,572.0,614.0,l,2.0,7.0,1.0,1.0,10.0,22.0,9.0,31.0,19.0,20.0,800.0
1152,59.0,40.0,21.0,2.0,7.0,29.0,12.0,9.0,11.0,3.0,8.0,0.0,8.0,0,1,0.0,7.0,West Ham,30.0,2.0,368.0,11.0,481.0,515.0,l,9.0,10.0,1.0,5.0,24.0,10.0,9.0,19.0,20.0,25.0,683.0
1153,59.0,19.0,41.0,3.0,7.0,30.0,6.0,8.0,13.0,4.0,9.0,0.0,11.0,1,0,1.0,13.0,Leicester,29.0,3.0,205.0,7.0,311.0,339.0,w,2.0,6.0,1.0,4.0,12.0,15.0,8.0,23.0,9.0,14.0,520.0
1154,48.0,28.0,33.0,2.0,6.0,39.0,16.0,7.0,23.0,7.0,16.0,0.0,12.0,0,1,0.0,13.0,Man City,9.0,2.0,461.0,6.0,575.0,595.0,l,3.0,4.0,0.0,2.0,9.0,23.0,7.0,30.0,18.0,25.0,790.0
1155,48.0,20.0,28.0,2.0,4.0,9.0,14.0,16.0,16.0,9.0,7.0,1.0,12.0,1,0,1.0,19.0,Liverpool,39.0,2.0,306.0,5.0,437.0,449.0,w,1.0,3.0,0.0,1.0,5.0,23.0,16.0,39.0,30.0,33.0,653.0
1156,42.0,23.0,29.0,0.0,2.0,19.0,14.0,13.0,18.0,8.0,10.0,3.0,15.0,0,1,0.0,16.0,Everton,23.0,0.0,323.0,12.0,415.0,433.0,l,1.0,11.0,0.0,1.0,13.0,23.0,13.0,36.0,22.0,31.0,634.0
1157,42.0,19.0,20.0,2.0,5.0,23.0,18.0,10.0,18.0,5.0,13.0,0.0,11.0,1,0,1.0,20.0,Southampton,19.0,0.0,365.0,13.0,461.0,487.0,w,3.0,7.0,1.0,7.0,17.0,22.0,10.0,32.0,14.0,18.0,679.0
1158,35.0,10.0,38.0,3.0,4.0,14.0,14.0,9.0,14.0,2.0,12.0,2.0,16.0,1,1,0.0,12.0,West Ham,21.0,2.0,190.0,5.0,278.0,299.0,d,0.0,4.0,0.0,2.0,6.0,16.0,9.0,25.0,14.0,18.0,476.0
1159,35.0,25.0,34.0,2.0,8.0,21.0,7.0,12.0,18.0,9.0,9.0,0.0,16.0,1,1,1.0,14.0,Man Utd,14.0,4.0,540.0,15.0,611.0,647.0,d,2.0,7.0,0.0,8.0,17.0,16.0,12.0,28.0,22.0,25.0,835.0
1160,42.0,25.0,38.0,1.0,3.0,25.0,15.0,12.0,11.0,3.0,8.0,0.0,14.0,1,0,0.0,11.0,Stoke,17.0,6.0,273.0,10.0,371.0,391.0,w,6.0,7.0,1.0,1.0,14.0,17.0,12.0,29.0,11.0,13.0,587.0
1161,42.0,17.0,15.0,1.0,3.0,17.0,10.0,8.0,19.0,7.0,12.0,0.0,24.0,0,1,1.0,13.0,Watford,25.0,1.0,250.0,9.0,356.0,388.0,l,1.0,8.0,0.0,2.0,11.0,18.0,8.0,26.0,18.0,23.0,557.0
1162,28.0,14.0,33.0,5.0,10.0,8.0,7.0,11.0,30.0,17.0,13.0,2.0,13.0,1,3,0.0,19.0,Bournemouth,20.0,4.0,337.0,7.0,432.0,465.0,l,1.0,5.0,0.0,3.0,9.0,17.0,11.0,28.0,25.0,27.0,672.0
1163,28.0,14.0,20.0,1.0,3.0,20.0,13.0,13.0,15.0,4.0,11.0,0.0,12.0,3,1,1.0,20.0,Arsenal,8.0,1.0,382.0,14.0,466.0,494.0,w,6.0,7.0,0.0,3.0,16.0,24.0,13.0,37.0,20.0,22.0,693.0
1164,29.0,14.0,11.0,2.0,6.0,17.0,13.0,6.0,18.0,7.0,11.0,1.0,14.0,0,2,0.0,12.0,West Brom,12.0,0.0,258.0,11.0,335.0,368.0,l,6.0,10.0,1.0,2.0,18.0,12.0,6.0,18.0,15.0,17.0,513.0
1165,29.0,15.0,40.0,2.0,5.0,12.0,4.0,11.0,14.0,8.0,6.0,0.0,11.0,2,0,1.0,7.0,Watford,17.0,1.0,373.0,7.0,441.0,460.0,w,4.0,3.0,0.0,2.0,9.0,20.0,11.0,31.0,13.0,22.0,636.0
1166,73.0,38.0,40.0,1.0,5.0,42.0,5.0,9.0,21.0,5.0,16.0,1.0,16.0,0,1,0.0,20.0,Stoke,31.0,3.0,275.0,10.0,400.0,423.0,l,6.0,7.0,0.0,2.0,15.0,10.0,9.0,19.0,20.0,27.0,610.0
1167,73.0,35.0,41.0,0.0,3.0,31.0,8.0,16.0,11.0,2.0,9.0,0.0,9.0,1,0,1.0,24.0,Burnley,42.0,4.0,242.0,4.0,372.0,392.0,w,3.0,1.0,0.0,3.0,7.0,10.0,16.0,26.0,17.0,21.0,581.0
1168,20.0,11.0,53.0,4.0,5.0,14.0,16.0,12.0,12.0,7.0,5.0,1.0,18.0,1,1,0.0,14.0,Everton,6.0,3.0,283.0,9.0,370.0,381.0,d,5.0,2.0,0.0,4.0,11.0,19.0,12.0,31.0,9.0,14.0,567.0
1169,20.0,9.0,25.0,2.0,6.0,6.0,8.0,5.0,23.0,11.0,12.0,0.0,10.0,1,1,1.0,18.0,Man Utd,14.0,3.0,494.0,11.0,576.0,612.0,d,7.0,8.0,2.0,3.0,18.0,23.0,5.0,28.0,17.0,18.0,804.0
1170,47.0,24.0,27.0,2.0,6.0,24.0,9.0,4.0,4.0,2.0,2.0,0.0,13.0,0,2,0.0,14.0,Sunderland,23.0,3.0,223.0,10.0,328.0,352.0,l,4.0,8.0,0.0,3.0,15.0,18.0,4.0,22.0,22.0,28.0,529.0
1171,47.0,23.0,34.0,2.0,5.0,23.0,14.0,2.0,8.0,4.0,4.0,1.0,12.0,2,0,1.0,10.0,Leicester,24.0,1.0,312.0,16.0,400.0,425.0,w,6.0,5.0,0.0,8.0,19.0,11.0,2.0,13.0,19.0,27.0,613.0
1172,36.0,17.0,35.0,2.0,2.0,20.0,16.0,4.0,20.0,7.0,13.0,0.0,17.0,1,1,0.0,15.0,Tottenham,16.0,1.0,395.0,7.0,522.0,536.0,d,0.0,7.0,0.0,3.0,10.0,15.0,4.0,19.0,17.0,22.0,731.0
1173,36.0,19.0,17.0,3.0,7.0,16.0,11.0,13.0,8.0,4.0,4.0,1.0,11.0,1,1,1.0,36.0,Arsenal,20.0,7.0,298.0,12.0,423.0,451.0,d,4.0,9.0,1.0,2.0,15.0,23.0,13.0,36.0,18.0,20.0,645.0
1174,59.0,36.0,35.0,3.0,6.0,25.0,13.0,14.0,11.0,1.0,10.0,0.0,8.0,2,1,0.0,18.0,West Brom,34.0,0.0,246.0,8.0,358.0,379.0,w,3.0,3.0,0.0,5.0,11.0,17.0,14.0,31.0,15.0,19.0,561.0
1175,59.0,23.0,26.0,2.0,5.0,34.0,10.0,10.0,21.0,7.0,14.0,1.0,8.0,1,2,1.0,8.0,Leicester,25.0,4.0,381.0,4.0,520.0,548.0,l,0.0,3.0,0.0,2.0,5.0,14.0,10.0,24.0,27.0,30.0,716.0
1176,27.0,18.0,33.0,0.0,0.0,12.0,10.0,9.0,18.0,7.0,11.0,0.0,16.0,3,1,0.0,17.0,Man Utd,15.0,1.0,696.0,7.0,764.0,777.0,w,1.0,5.0,0.0,3.0,9.0,19.0,9.0,28.0,19.0,20.0,950.0
1177,27.0,9.0,15.0,1.0,2.0,15.0,10.0,11.0,18.0,9.0,9.0,1.0,9.0,1,3,1.0,8.0,Swansea,12.0,0.0,364.0,5.0,447.0,458.0,l,3.0,3.0,0.0,1.0,7.0,17.0,11.0,28.0,19.0,21.0,606.0
1178,33.0,19.0,19.0,1.0,3.0,17.0,14.0,6.0,20.0,5.0,15.0,1.0,10.0,1,6,0.0,17.0,Watford,16.0,2.0,262.0,7.0,378.0,397.0,l,1.0,2.0,0.0,8.0,11.0,9.0,6.0,15.0,11.0,17.0,579.0
1179,33.0,14.0,16.0,4.0,6.0,16.0,5.0,15.0,10.0,4.0,6.0,0.0,14.0,6,1,1.0,10.0,Liverpool,17.0,1.0,446.0,23.0,563.0,586.0,w,2.0,9.0,1.0,17.0,28.0,19.0,15.0,34.0,17.0,21.0,766.0
1180,40.0,25.0,9.0,5.0,10.0,19.0,8.0,5.0,13.0,5.0,8.0,0.0,15.0,1,2,0.0,7.0,Southampton,21.0,1.0,538.0,15.0,631.0,666.0,l,7.0,5.0,1.0,7.0,19.0,7.0,5.0,12.0,26.0,26.0,799.0
1181,40.0,15.0,37.0,0.0,1.0,21.0,5.0,8.0,7.0,2.0,5.0,0.0,13.0,2,1,1.0,15.0,Hull,19.0,1.0,228.0,5.0,319.0,337.0,w,0.0,4.0,0.0,2.0,6.0,13.0,8.0,21.0,15.0,17.0,491.0
1182,17.0,5.0,24.0,3.0,4.0,11.0,4.0,13.0,14.0,7.0,7.0,0.0,8.0,3,0,0.0,5.0,Everton,6.0,1.0,507.0,19.0,569.0,594.0,w,3.0,8.0,1.0,9.0,20.0,29.0,13.0,42.0,11.0,13.0,757.0
1183,17.0,12.0,18.0,2.0,5.0,6.0,17.0,7.0,25.0,12.0,13.0,0.0,11.0,0,3,1.0,16.0,Sunderland,11.0,0.0,209.0,7.0,283.0,297.0,l,8.0,1.0,0.0,2.0,11.0,11.0,7.0,18.0,10.0,12.0,458.0
1184,33.0,15.0,30.0,0.0,5.0,7.0,12.0,13.0,12.0,3.0,9.0,0.0,7.0,0,1,0.0,21.0,West Brom,26.0,4.0,171.0,2.0,246.0,270.0,l,1.0,1.0,0.0,1.0,3.0,16.0,13.0,29.0,8.0,12.0,440.0
1185,33.0,18.0,23.0,4.0,6.0,26.0,12.0,9.0,18.0,5.0,13.0,1.0,12.0,1,0,1.0,11.0,Arsenal,7.0,0.0,731.0,21.0,813.0,837.0,w,7.0,8.0,1.0,11.0,26.0,15.0,9.0,24.0,15.0,15.0,990.0
1186,48.0,28.0,45.0,1.0,3.0,26.0,7.0,8.0,15.0,7.0,8.0,0.0,17.0,1,1,0.0,12.0,Crystal Palace,22.0,1.0,174.0,7.0,292.0,305.0,d,1.0,5.0,0.0,4.0,10.0,21.0,8.0,29.0,15.0,22.0,503.0
1187,48.0,20.0,29.0,1.0,7.0,22.0,11.0,8.0,18.0,10.0,8.0,1.0,18.0,1,1,1.0,9.0,Watford,26.0,0.0,235.0,4.0,355.0,390.0,d,2.0,4.0,0.0,3.0,9.0,14.0,8.0,22.0,21.0,29.0,564.0
1188,47.0,31.0,37.0,2.0,4.0,19.0,9.0,6.0,19.0,8.0,11.0,0.0,12.0,4,1,0.0,10.0,West Ham,28.0,1.0,318.0,12.0,408.0,424.0,w,3.0,4.0,0.0,7.0,14.0,20.0,6.0,26.0,14.0,18.0,605.0
1189,47.0,16.0,17.0,5.0,8.0,28.0,16.0,11.0,10.0,4.0,6.0,1.0,10.0,1,4,1.0,10.0,Swansea,19.0,2.0,427.0,11.0,515.0,545.0,l,1.0,6.0,0.0,7.0,14.0,17.0,11.0,28.0,19.0,23.0,706.0
1190,49.0,24.0,25.0,2.0,3.0,29.0,3.0,6.0,20.0,7.0,13.0,1.0,18.0,0,1,0.0,25.0,Middlesbrough,20.0,4.0,275.0,5.0,396.0,412.0,l,2.0,4.0,0.0,2.0,8.0,11.0,6.0,17.0,18.0,25.0,596.0
1191,49.0,25.0,14.0,1.0,7.0,20.0,8.0,13.0,9.0,3.0,6.0,0.0,17.0,1,0,1.0,15.0,Burnley,29.0,3.0,190.0,4.0,321.0,345.0,w,0.0,2.0,0.0,4.0,6.0,10.0,13.0,23.0,19.0,26.0,496.0
1192,53.0,32.0,35.0,2.0,4.0,31.0,11.0,10.0,17.0,8.0,9.0,0.0,7.0,2,0,0.0,12.0,Everton,22.0,3.0,407.0,7.0,549.0,572.0,w,0.0,5.0,0.0,3.0,8.0,14.0,10.0,24.0,18.0,24.0,745.0
1193,53.0,21.0,17.0,1.0,3.0,22.0,8.0,9.0,16.0,6.0,10.0,0.0,14.0,0,2,1.0,15.0,Leicester,31.0,3.0,266.0,6.0,393.0,414.0,l,2.0,3.0,0.0,2.0,7.0,19.0,9.0,28.0,13.0,19.0,573.0
1194,9.0,4.0,31.0,3.0,5.0,4.0,7.0,11.0,7.0,1.0,6.0,1.0,9.0,1,3,0.0,11.0,Sunderland,5.0,2.0,276.0,4.0,365.0,389.0,l,3.0,2.0,0.0,4.0,9.0,11.0,11.0,22.0,12.0,12.0,524.0
1195,9.0,5.0,25.0,1.0,5.0,5.0,9.0,6.0,13.0,2.0,11.0,0.0,6.0,3,1,1.0,10.0,Man Utd,4.0,4.0,537.0,20.0,607.0,639.0,w,6.0,11.0,0.0,9.0,26.0,8.0,6.0,14.0,14.0,14.0,793.0
1196,29.0,15.0,33.0,2.0,7.0,21.0,6.0,7.0,14.0,8.0,6.0,0.0,14.0,3,0,0.0,5.0,Man City,8.0,1.0,590.0,13.0,683.0,707.0,w,4.0,6.0,1.0,6.0,16.0,14.0,7.0,21.0,12.0,12.0,858.0
1197,29.0,14.0,26.0,0.0,4.0,8.0,10.0,6.0,11.0,4.0,7.0,0.0,11.0,0,3,1.0,17.0,Hull,21.0,2.0,228.0,5.0,320.0,343.0,l,2.0,5.0,0.0,3.0,10.0,14.0,6.0,20.0,10.0,12.0,505.0
1198,17.0,10.0,12.0,3.0,5.0,10.0,9.0,27.0,12.0,3.0,9.0,0.0,14.0,0,3,0.0,9.0,Bournemouth,7.0,1.0,509.0,5.0,591.0,611.0,l,3.0,1.0,0.0,3.0,7.0,10.0,27.0,37.0,10.0,14.0,742.0
1199,17.0,7.0,13.0,3.0,5.0,7.0,5.0,9.0,32.0,5.0,27.0,1.0,13.0,3,0,1.0,25.0,Chelsea,10.0,1.0,400.0,10.0,474.0,488.0,w,3.0,7.0,0.0,4.0,14.0,12.0,9.0,21.0,12.0,14.0,657.0
1200,39.0,23.0,17.0,1.0,4.0,8.0,5.0,17.0,33.0,16.0,17.0,0.0,10.0,1,3,0.0,18.0,West Ham,31.0,3.0,196.0,7.0,274.0,296.0,l,2.0,5.0,0.0,2.0,9.0,19.0,17.0,36.0,15.0,21.0,469.0
1201,39.0,16.0,27.0,2.0,5.0,31.0,8.0,17.0,28.0,11.0,17.0,3.0,5.0,3,1,1.0,9.0,Man City,8.0,3.0,508.0,18.0,587.0,605.0,w,7.0,10.0,1.0,5.0,22.0,21.0,17.0,38.0,22.0,25.0,794.0
1202,52.0,31.0,38.0,2.0,4.0,28.0,11.0,12.0,9.0,5.0,4.0,0.0,11.0,0,0,0.0,13.0,Middlesbrough,24.0,3.0,428.0,6.0,515.0,538.0,d,1.0,4.0,0.0,2.0,7.0,22.0,12.0,34.0,15.0,18.0,708.0
1203,52.0,21.0,11.0,3.0,5.0,24.0,15.0,4.0,19.0,7.0,12.0,0.0,12.0,0,0,1.0,11.0,West Brom,28.0,1.0,259.0,9.0,350.0,374.0,d,5.0,6.0,0.0,2.0,13.0,16.0,4.0,20.0,15.0,20.0,528.0
1204,36.0,21.0,30.0,2.0,7.0,16.0,8.0,8.0,12.0,5.0,7.0,1.0,5.0,1,2,0.0,11.0,Swansea,20.0,3.0,283.0,8.0,377.0,401.0,l,3.0,5.0,0.0,3.0,11.0,14.0,8.0,22.0,16.0,21.0,566.0
1205,36.0,15.0,23.0,1.0,2.0,20.0,10.0,7.0,12.0,4.0,8.0,1.0,14.0,2,1,1.0,14.0,Hull,16.0,7.0,291.0,10.0,376.0,398.0,w,5.0,3.0,0.0,7.0,15.0,13.0,7.0,20.0,13.0,16.0,560.0
1206,39.0,16.0,28.0,1.0,6.0,11.0,12.0,14.0,20.0,6.0,14.0,0.0,15.0,2,3,0.0,19.0,West Ham,28.0,0.0,257.0,12.0,340.0,362.0,l,5.0,4.0,0.0,7.0,16.0,13.0,14.0,27.0,21.0,25.0,558.0
