match_id,team_id,player_id,player_name,minute,x,y,goalMouthY,goalMouthZ,shot_type,is_big_chance,is_from_corner,is_open_play,is_counter,is_set_piece,is_freekick,is_penalty,is_on_target,is_blocked,is_goal
2017-12-16/Arsenal-Newcastle,23,135366,Ayoze Pérez,80,86.0,67.3,48.6,80.6,1,0,0,1,0,0,0,0,0,0,0
2017-12-16/Arsenal-Newcastle,23,135366,Ayoze Pérez,82,90.1,57.3,35.1,19.4,2,0,0,1,0,0,0,0,0,0,0
2017-12-16/Arsenal-Newcastle,13,39308,Danny Welbeck,85,84.2,32.2,,,1,0,0,1,0,0,0,0,0,1,0
2017-12-16/Arsenal-Newcastle,23,68648,Matt Ritchie,87,76.3,37.7,,,1,0,0,1,0,0,0,0,0,1,0
2017-12-16/Arsenal-Newcastle,13,24444,Olivier Giroud,87,90.1,26.2,,,1,0,0,1,0,0,0,0,0,1,0
2017-12-16/Arsenal-Newcastle,13,125211,Héctor Bellerín,89,87.5,31.0,,,1,0,0,1,0,0,0,0,0,1,0
2017-12-16/Man City-Tottenham,167,14260,Sergio Agüero,9,92.9,41.0,40.5,8.3,2,0,0,0,0,1,0,0,0,0,0
2017-12-16/Man City-Tottenham,30,83532,Harry Kane,11,84.5,49.3,36.3,8.3,2,0,0,1,0,0,0,0,0,0,0
2017-12-16/Man City-Tottenham,167,77464,Ilkay Gündogan,13,92.3,52.2,52.4,11.4,2,1,1,0,0,1,0,0,1,0,1
2017-12-16/Man City-Tottenham,167,14260,Sergio Agüero,23,87.5,66.2,48.6,4.4,1,0,0,1,0,0,0,0,1,0,0
2017-12-16/Man City-Tottenham,167,97692,Raheem Sterling,23,86.5,53.8,52.9,44.4,1,0,0,1,0,0,0,0,0,0,0
2017-12-16/Man City-Tottenham,167,73084,Kevin De Bruyne,24,76.8,46.4,54.2,2.5,1,0,0,1,0,0,0,0,1,0,0
2017-12-16/Man City-Tottenham,167,77464,Ilkay Gündogan,26,86.2,67.0,47.6,2.5,1,0,0,1,0,0,0,0,1,0,0
2017-12-16/Man City-Tottenham,167,14260,Sergio Agüero,28,87.5,41.2,,,1,0,0,1,0,0,0,0,0,1,0
2017-12-16/Man City-Tottenham,167,14260,Sergio Agüero,32,81.9,52.2,41.5,2.8,1,0,0,1,0,0,0,0,0,0,0
2017-12-16/Man City-Tottenham,30,83532,Harry Kane,34,81.2,69.9,43.2,9.7,1,0,0,1,0,0,0,0,0,0,0
2017-12-16/Man City-Tottenham,167,14260,Sergio Agüero,43,90.0,33.0,,,1,0,0,1,0,0,0,0,0,1,0
2017-12-16/Man City-Tottenham,167,77464,Ilkay Gündogan,45,75.9,54.0,46.4,3.8,1,0,0,1,0,0,0,0,1,0,0
2017-12-16/Man City-Tottenham,30,21778,Jan Vertonghen,51,82.2,67.6,,,1,0,0,0,0,1,0,0,0,1,0
2017-12-16/Man City-Tottenham,30,83532,Harry Kane,54,73.8,45.8,53.7,12.0,1,0,0,1,0,0,0,0,1,0,0
2017-12-16/Man City-Tottenham,30,24711,Danny Rose,58,78.4,69.7,34.5,75.0,1,0,0,1,0,0,0,0,0,0,0
2017-12-16/Man City-Tottenham,167,144711,Leroy Sané,58,87.2,68.0,61.3,22.2,1,0,0,1,0,0,0,0,0,0,0
2017-12-16/Man City-Tottenham,30,91909,Son Heung-Min,63,78.6,31.4,57.8,80.6,1,0,0,1,0,0,0,0,0,0,0
2017-12-16/Man City-Tottenham,167,144711,Leroy Sané,66,87.6,59.6,48.9,27.2,1,0,0,1,0,0,0,0,1,0,0
2017-12-16/Man City-Tottenham,167,97692,Raheem Sterling,66,93.9,49.7,49.6,69.4,1,1,0,1,0,0,0,0,0,0,0
2017-12-16/Man City-Tottenham,167,73084,Kevin De Bruyne,69,92.4,69.9,48.8,34.8,1,0,0,0,1,0,0,0,1,0,1
2017-12-16/Man City-Tottenham,167,279379,Gabriel Jesus,74,88.5,50.0,55.4,0.6,1,1,0,0,0,0,0,1,0,0,0
2017-12-16/Man City-Tottenham,167,97692,Raheem Sterling,74,89.0,46.4,50.9,48.6,1,1,0,0,0,1,0,0,0,0,0
2017-12-16/Man City-Tottenham,167,97692,Raheem Sterling,79,96.6,45.4,48.7,5.1,1,1,0,1,0,0,0,0,1,0,1
2017-12-16/Man City-Tottenham,167,136741,Bernardo Silva,85,91.0,68.8,54.5,1.9,1,0,0,1,0,0,0,0,1,0,0
2017-12-16/Man City-Tottenham,167,97692,Raheem Sterling,87,82.2,55.4,52.3,28.5,1,0,0,1,0,0,0,0,1,0,0
2017-12-16/Man City-Tottenham,167,97692,Raheem Sterling,89,92.5,48.0,49.4,0.6,1,1,0,1,0,0,0,0,1,0,1
