,total_corner,home_corner_ma,home_tt_coner_ma,away_corner_ma,away_total_corner_ma,home_wide_pass,home_cross,away_wide_pass,away_cross
478,10.0,4.4,10.6,2.8,8.2,11.6,17.4,14.4,14.8
479,12.0,8.0,11.4,4.6,10.0,23.6,29.6,12.4,21.2
480,8.0,5.4,12.8,3.0,10.4,18.6,19.4,10.0,15.4
481,11.0,2.0,9.2,9.0,12.0,10.2,14.8,27.0,19.4
482,9.0,3.8,9.2,6.0,10.4,12.6,15.2,24.4,20.2
483,13.0,3.2,10.0,7.4,13.6,10.2,18.0,18.6,25.8
484,7.0,2.6,9.2,4.4,8.0,13.6,13.0,17.4,23.6
485,10.0,4.0,9.8,4.6,10.8,14.8,17.6,12.8,18.4
486,6.0,4.4,10.8,4.8,12.8,13.2,20.0,16.0,17.2
487,13.0,8.0,12.2,7.0,9.8,20.2,25.0,20.4,22.4
488,9.0,4.4,9.2,5.2,8.8,16.8,19.0,21.6,20.8
489,16.0,4.6,9.0,4.8,7.4,15.0,18.0,15.4,20.6
490,3.0,4.6,10.0,9.6,12.0,14.4,14.4,28.6,35.4
491,5.0,2.0,9.4,2.8,10.6,10.6,14.0,12.0,16.2
492,8.0,3.4,8.6,4.8,12.4,12.8,14.2,15.8,18.2
493,10.0,9.2,12.2,4.6,9.0,28.4,20.4,18.2,19.2
494,19.0,4.4,10.2,4.0,9.2,15.4,19.2,11.8,19.6
495,7.0,2.4,9.0,5.4,10.2,16.8,11.2,15.4,17.6
496,11.0,5.6,9.0,5.4,10.2,26.6,20.2,19.4,20.0
497,10.0,4.2,7.6,8.6,10.6,15.8,20.6,26.8,30.8
498,9.0,6.0,9.6,5.6,11.4,14.4,20.2,16.6,20.8
499,6.0,8.6,11.6,2.4,8.8,25.2,25.4,12.6,16.4
500,11.0,5.2,10.0,3.8,9.0,15.8,21.8,12.8,10.8
501,15.0,6.2,10.8,5.6,9.4,14.8,20.4,27.4,20.0
502,11.0,3.6,9.4,1.8,7.8,15.2,15.2,13.6,14.0
503,10.0,5.8,11.2,2.2,9.0,11.8,21.8,18.4,9.6
504,8.0,5.8,9.4,4.2,8.4,21.0,21.4,15.0,16.6
505,10.0,4.2,11.0,4.8,8.2,15.6,16.4,16.4,21.4
506,8.0,7.0,9.2,6.0,10.4,27.6,26.0,14.4,21.6
507,8.0,5.6,10.0,5.0,12.6,16.2,20.2,17.4,20.6
508,7.0,2.2,9.8,6.0,10.0,11.8,15.0,13.2,17.8
509,4.0,2.2,8.4,10.6,12.6,12.8,16.2,29.4,23.0
510,9.0,3.8,9.0,7.2,9.8,13.2,12.4,28.6,22.8
511,10.0,3.6,10.0,5.8,10.8,15.0,15.6,25.6,18.2
512,15.0,1.8,7.8,5.6,9.6,10.6,15.4,13.0,20.2
513,10.0,2.2,9.0,4.6,8.4,12.4,16.0,17.4,21.0
514,7.0,7.2,11.8,4.0,8.6,16.2,25.8,11.8,13.6
515,6.0,6.0,9.6,4.6,12.6,26.4,21.6,16.0,20.4
516,7.0,6.0,8.6,9.6,11.0,32.8,22.8,29.4,21.0
517,9.0,4.2,9.8,7.6,10.0,14.8,16.6,29.8,22.8
518,8.0,3.6,9.2,1.6,8.4,14.8,13.0,12.6,13.2
519,10.0,6.6,11.4,5.2,9.6,17.2,23.0,13.4,15.2
520,8.0,5.0,9.0,1.8,9.2,15.8,19.6,18.2,9.0
521,14.0,5.2,10.2,5.8,8.0,13.4,14.6,31.0,22.6
522,11.0,1.8,8.8,2.6,8.6,17.6,9.2,12.0,15.6
523,6.0,7.6,10.0,4.0,8.6,27.8,16.4,16.0,12.8
524,11.0,6.2,10.2,3.8,8.4,13.6,20.0,15.8,15.8
525,10.0,5.2,7.8,7.0,11.2,14.4,18.8,13.8,22.2
526,9.0,1.6,7.8,6.4,8.8,13.0,14.2,29.2,23.8
527,9.0,3.8,12.0,3.4,8.4,14.0,18.8,14.8,17.4
528,9.0,5.8,10.8,5.0,9.0,22.4,21.2,16.6,17.8
529,15.0,6.8,9.2,6.8,11.4,29.6,19.6,14.6,25.0
530,14.0,3.8,8.2,3.4,10.2,16.2,17.6,11.6,13.6
531,10.0,3.8,11.6,5.2,7.6,15.2,19.0,25.2,12.6
532,10.0,3.4,8.4,3.8,8.2,12.4,16.4,17.0,17.4
533,16.0,6.0,11.0,5.0,9.4,12.2,19.8,14.0,15.4
534,9.0,5.0,8.4,8.2,10.4,13.0,17.6,28.8,21.2
535,9.0,5.8,8.4,2.8,10.4,26.2,20.8,13.8,17.0
536,10.0,4.8,8.2,3.8,10.6,16.0,18.0,11.8,14.4
537,10.0,4.0,9.2,2.2,8.8,13.8,17.0,11.2,13.8
538,12.0,4.6,10.2,3.0,7.4,14.4,15.8,16.2,11.8
539,15.0,3.4,9.0,4.4,11.2,15.2,14.4,11.0,12.2
540,4.0,5.2,10.8,5.6,7.4,17.6,17.8,22.0,14.0
541,10.0,5.8,8.6,7.0,12.8,30.4,24.4,13.8,22.0
542,13.0,7.6,11.0,3.0,8.6,15.6,21.8,18.2,14.4
543,6.0,6.0,10.0,4.8,8.4,14.4,17.6,11.8,15.4
544,6.0,4.2,6.2,4.8,11.2,23.4,11.2,13.4,16.2
545,12.0,5.6,9.4,4.0,10.8,14.4,17.4,16.8,15.6
546,8.0,6.0,12.2,7.2,11.6,13.0,19.4,13.4,21.2
547,11.0,2.6,8.6,8.2,11.6,11.2,14.2,18.2,22.0
548,9.0,3.8,11.0,4.4,9.8,13.2,10.6,15.0,17.4
549,4.0,2.4,9.8,5.4,9.2,13.8,11.8,17.8,18.8
550,7.0,7.0,9.6,5.6,8.8,23.4,17.0,29.6,23.0
551,7.0,4.2,10.8,6.8,9.6,12.4,15.6,26.0,24.2
552,7.0,4.2,9.2,4.6,10.0,15.6,16.8,15.6,19.2
553,14.0,1.8,8.4,4.2,8.0,10.8,13.6,9.8,13.6
554,12.0,4.4,6.6,7.0,11.8,23.8,12.6,13.0,20.4
555,9.0,5.0,10.2,4.8,11.6,15.0,18.8,15.4,15.8
556,13.0,5.2,10.6,3.2,11.0,18.2,21.4,14.6,9.6
557,10.0,2.4,9.2,5.0,8.0,11.2,13.0,27.4,20.8
558,5.0,5.0,8.6,4.4,8.4,17.2,17.8,16.0,15.8
559,7.0,6.6,9.0,6.8,9.8,23.4,24.4,23.8,17.4
560,6.0,3.6,9.8,2.4,9.6,9.0,13.2,10.4,13.8
561,10.0,3.6,9.8,5.6,9.2,12.6,15.0,10.2,17.2
562,8.0,4.8,11.4,5.6,11.2,14.2,20.0,8.2,16.4
563,12.0,7.2,11.6,4.4,12.2,18.4,20.2,15.6,11.8
564,5.0,4.6,10.2,5.0,9.4,16.2,20.2,14.4,19.2
565,16.0,3.8,8.8,4.2,10.0,10.6,14.8,13.8,16.8
566,8.0,6.2,7.6,5.2,8.4,27.2,16.2,25.8,21.4
567,13.0,6.6,8.8,4.4,7.6,20.6,22.0,18.8,18.8
568,6.0,4.2,7.6,3.0,9.2,14.6,14.6,12.0,14.0
569,10.0,5.8,9.4,2.8,9.6,19.6,16.0,11.4,13.8
570,12.0,4.0,10.4,5.6,10.2,12.0,14.4,14.0,17.8
571,10.0,6.6,8.0,4.8,9.8,30.8,18.4,7.6,13.2
572,4.0,3.8,11.2,5.2,11.0,9.6,14.4,12.4,22.6
573,11.0,2.4,9.8,4.2,9.0,8.4,11.8,15.6,20.6
574,6.0,4.4,8.4,5.6,8.0,16.2,19.2,33.6,15.4
575,13.0,5.8,11.0,5.6,9.6,12.6,18.8,18.6,15.4
576,5.0,3.4,8.8,5.6,10.4,11.4,15.4,12.4,19.8
577,9.0,4.4,7.4,2.8,7.2,14.8,20.0,14.8,13.2
578,10.0,5.2,12.6,4.8,10.0,14.2,12.0,13.8,17.4
579,9.0,5.0,9.8,7.8,12.4,8.0,12.4,18.2,21.0
580,8.0,4.6,8.8,4.6,10.8,23.8,17.8,9.0,14.2
581,5.0,4.6,10.8,7.2,10.0,8.4,16.8,25.6,25.4
582,20.0,4.2,7.6,6.4,11.8,16.4,19.8,12.2,19.8
583,4.0,7.4,11.2,4.2,10.6,19.2,21.8,12.0,18.6
584,13.0,5.2,9.6,3.0,7.8,12.0,24.6,14.6,13.8
585,8.0,4.4,10.4,4.2,7.2,8.6,15.0,13.6,17.2
586,13.0,4.6,9.2,5.2,9.6,20.2,13.8,13.8,21.2
587,2.0,6.6,11.8,5.4,8.4,17.2,13.8,30.8,16.0
588,3.0,4.4,7.0,5.2,8.2,15.2,20.8,24.0,21.6
589,12.0,6.0,12.6,3.6,9.2,11.8,19.2,11.8,13.6
590,10.0,3.4,8.4,3.2,8.0,11.0,16.4,12.0,11.2
591,13.0,5.2,9.8,4.0,9.2,10.8,14.8,14.8,19.0
592,11.0,4.8,8.6,6.2,9.8,22.6,15.0,18.4,19.2
593,8.0,4.8,9.2,5.6,9.6,10.4,24.0,15.2,20.2
594,7.0,3.8,10.0,2.6,7.6,11.8,15.8,9.6,10.6
595,6.0,4.0,9.8,3.6,9.2,9.2,18.8,10.0,15.8
596,7.0,5.8,10.4,3.4,7.8,13.6,18.4,14.0,22.4
597,12.0,4.8,7.6,6.6,13.8,31.6,16.2,13.2,20.8
598,7.0,4.2,7.0,4.6,8.4,22.0,20.0,12.2,26.4
599,8.0,3.4,6.4,5.4,10.0,11.0,12.4,20.6,14.4
600,10.0,3.0,8.0,5.2,9.2,10.8,16.0,14.6,12.4
601,16.0,4.4,9.8,4.0,8.4,12.8,21.2,11.8,19.4
602,6.0,4.2,9.6,4.4,6.8,13.2,14.6,15.2,19.4
603,12.0,3.2,8.6,4.6,8.8,11.4,12.0,24.4,16.0
604,15.0,4.8,10.2,5.6,11.2,14.6,20.4,11.0,15.8
605,13.0,4.8,9.4,4.0,9.6,12.6,15.8,13.0,17.4
606,9.0,3.8,9.4,4.4,10.0,15.0,17.6,12.6,14.6
607,11.0,4.0,10.0,2.8,8.8,10.8,19.6,9.8,15.0
608,6.0,3.2,7.6,3.8,9.4,16.8,22.2,12.4,12.6
609,12.0,3.8,6.2,5.6,10.8,16.2,17.2,12.8,19.4
610,11.0,4.8,9.8,6.2,11.6,24.2,17.8,16.0,26.0
611,18.0,5.8,13.8,5.0,7.0,10.2,17.2,22.6,21.4
612,3.0,6.4,10.2,6.0,9.8,20.6,16.2,13.4,15.6
613,10.0,4.8,10.6,5.6,11.4,11.0,14.0,12.2,16.0
614,12.0,3.2,8.0,4.6,7.6,10.8,18.6,35.4,18.6
615,10.0,6.6,9.4,4.4,11.0,14.2,16.8,13.6,21.4
616,10.0,5.4,7.6,4.4,10.0,18.2,20.0,15.4,16.8
617,6.0,3.2,8.6,6.0,9.4,12.2,17.4,21.8,16.0
618,9.0,5.6,9.2,3.2,9.0,23.2,21.8,11.6,17.4
619,14.0,4.0,8.8,5.4,8.0,14.4,16.6,12.0,14.2
620,13.0,3.4,6.4,5.8,11.2,17.8,23.6,16.0,24.0
621,8.0,6.6,15.0,5.2,10.0,11.2,18.4,22.8,16.8
622,15.0,2.4,8.8,4.4,11.8,12.0,17.2,10.8,18.4
623,9.0,6.4,8.8,3.2,7.2,15.0,15.0,11.6,12.2
624,10.0,6.0,11.4,6.6,8.2,12.4,16.6,17.8,15.8
625,9.0,4.4,10.0,4.2,11.0,16.8,16.8,15.6,21.8
626,8.0,2.8,7.0,5.6,8.4,10.6,10.8,37.0,18.4
627,9.0,5.0,8.6,5.0,10.6,24.2,15.6,12.0,17.2
628,11.0,6.8,9.0,5.4,14.0,11.6,15.4,12.6,16.6
629,12.0,5.2,10.8,3.0,9.6,12.2,14.0,12.6,14.8
630,10.0,3.4,10.0,5.6,7.8,10.0,15.0,21.6,20.2
631,9.0,6.4,12.8,3.6,8.2,16.2,25.0,14.8,17.0
632,11.0,3.4,11.6,4.4,7.4,8.2,13.8,17.8,24.2
633,15.0,6.8,8.2,3.8,11.2,21.8,19.2,11.0,18.0
634,12.0,5.0,8.4,5.0,11.4,17.8,17.6,12.2,15.6
635,8.0,5.8,8.0,4.2,7.8,37.0,20.4,21.4,13.2
636,14.0,5.8,12.2,4.8,10.6,13.8,18.6,14.4,13.6
637,16.0,4.0,10.0,2.2,7.4,11.8,17.2,10.0,9.4
638,12.0,6.0,8.2,4.0,12.8,25.8,18.2,9.6,13.6
639,11.0,4.4,10.2,6.0,10.0,16.4,20.0,23.4,20.6
640,15.0,5.0,8.6,6.6,10.4,18.4,22.6,11.6,15.6
641,11.0,3.8,8.4,3.6,9.6,15.0,18.0,14.8,14.0
642,12.0,5.8,11.2,6.6,12.4,12.2,18.0,17.4,28.2
643,20.0,5.0,12.0,3.8,9.6,10.6,15.0,12.0,11.0
644,7.0,6.0,10.6,8.4,10.8,23.6,20.8,27.0,24.4
645,10.0,2.6,6.8,7.0,10.0,20.4,12.0,27.4,20.0
646,10.0,4.6,10.8,4.2,10.4,15.6,18.2,13.6,13.6
647,10.0,5.6,9.8,6.2,9.8,20.0,18.4,21.2,20.4
648,9.0,3.6,12.2,6.6,8.4,9.2,15.2,36.0,21.6
649,6.0,6.4,11.2,4.4,9.4,13.4,14.0,18.8,23.2
650,14.0,6.0,12.2,6.4,12.6,17.2,23.4,14.6,21.0
651,11.0,6.2,13.4,4.8,9.6,10.6,14.8,14.6,20.0
652,22.0,4.6,12.6,6.6,11.2,10.6,16.6,20.2,18.0
653,13.0,5.4,11.4,6.2,10.4,15.0,13.8,18.4,21.4
654,15.0,3.8,9.8,3.6,10.8,12.4,14.4,12.4,17.4
655,14.0,4.6,12.2,6.4,11.4,12.4,11.2,16.4,21.2
656,7.0,5.8,9.4,5.0,10.2,19.4,18.0,15.6,20.4
657,8.0,5.4,12.6,7.4,13.0,10.8,12.4,15.4,23.4
658,11.0,2.8,7.2,7.4,10.2,19.4,13.4,27.0,21.4
659,8.0,5.0,9.8,7.4,9.8,14.6,12.4,36.2,22.4
660,13.0,6.0,13.4,6.4,10.8,13.0,14.0,24.2,19.8
661,13.0,5.4,14.0,4.8,8.6,10.6,17.6,23.4,26.4
662,19.0,4.8,11.0,6.0,11.6,13.8,17.4,16.4,19.6
663,7.0,3.8,10.8,4.0,12.6,8.2,13.8,12.2,18.2
664,9.0,6.0,11.6,7.6,11.8,15.0,14.2,19.2,23.0
665,13.0,4.6,11.8,7.8,14.2,14.6,18.2,21.2,19.8
666,15.0,7.0,10.4,6.2,11.6,25.2,22.8,17.6,16.2
667,11.0,6.2,11.0,5.8,14.6,13.2,20.6,13.6,20.4
668,14.0,5.6,11.0,5.4,10.8,25.2,19.0,19.2,13.4
669,11.0,6.4,10.6,4.0,8.8,17.4,16.4,19.4,14.6
670,15.0,7.6,13.2,6.8,14.2,22.4,19.6,12.0,18.4
671,12.0,6.2,9.0,5.6,12.8,28.0,16.6,13.6,19.0
672,9.0,4.6,10.2,4.2,10.0,13.4,16.6,7.8,15.0
673,5.0,4.8,9.0,5.2,12.2,22.6,25.6,13.4,13.0
674,17.0,3.8,12.8,5.2,12.2,10.0,16.8,15.2,22.8
675,8.0,7.8,14.2,5.4,8.6,18.2,23.8,17.6,17.8
676,9.0,7.2,11.6,7.4,13.2,21.0,22.4,23.6,24.4
677,14.0,6.0,13.4,5.8,11.2,12.6,17.6,14.2,14.6
678,9.0,4.6,8.6,7.4,11.6,18.2,14.4,13.2,21.4
679,14.0,1.4,6.6,9.2,14.4,12.4,10.8,23.2,21.8
680,6.0,4.2,7.4,5.6,11.0,10.4,20.8,15.2,14.4
681,13.0,6.0,13.0,3.6,10.8,15.2,23.8,18.8,10.6
682,7.0,5.4,9.8,6.6,15.6,20.2,20.8,12.6,16.8
683,13.0,4.4,10.0,4.4,8.8,8.0,14.2,19.0,25.2
684,14.0,6.6,12.6,5.4,9.0,16.6,18.8,22.2,15.4
685,12.0,9.8,14.8,6.4,13.8,21.0,21.6,14.2,25.2
686,13.0,6.4,11.2,6.0,14.0,12.4,18.2,13.8,19.8
687,9.0,4.4,11.2,3.2,7.0,18.2,11.2,10.0,16.4
688,7.0,5.4,10.0,5.2,10.6,17.0,16.8,9.4,15.6
689,7.0,6.4,10.2,1.6,7.8,18.4,17.8,13.6,13.6
690,17.0,6.0,11.2,6.2,9.4,18.2,18.8,24.0,24.6
691,14.0,6.6,11.6,4.4,8.2,12.2,15.6,16.6,13.0
692,9.0,7.0,12.8,6.0,13.0,22.0,23.4,15.2,18.2
693,10.0,4.8,9.6,6.2,11.4,18.8,25.0,15.2,17.4
694,15.0,10.6,15.2,7.4,11.2,22.0,25.4,25.2,25.6
695,14.0,6.4,10.0,6.6,12.2,24.6,19.8,17.0,19.8
696,8.0,4.8,9.0,5.6,10.4,9.2,16.8,11.6,15.0
697,18.0,1.8,8.8,4.4,10.4,9.6,11.4,10.0,11.6
698,8.0,5.8,9.4,3.8,11.4,17.8,23.8,11.0,14.2
699,9.0,4.8,10.0,6.8,14.6,17.2,13.2,13.2,19.2
700,13.0,5.6,12.0,2.6,7.2,13.4,16.8,8.4,15.4
701,10.0,6.4,13.8,6.4,11.0,15.4,27.2,11.2,17.6
702,12.0,6.0,11.6,5.2,9.6,21.0,25.4,15.4,15.0
