,position,rating
0,DL,4.681476001548566
1,DL,4.878136101347419
2,DL,2.732691430252229
3,DL,2.274880559716725
4,DL,6.3091947921482285
5,DL,5.139144237146314
6,DL,0.879153875821342
7,DL,4.8251903036841455
8,DL,4.230675850246513
9,DL,4.219381777090211
10,DL,5.227400350482451
11,DL,5.9503029219706125
12,DL,2.5158200679965423
13,DL,2.293536626208408
14,DL,5.237347283900703
15,DL,0.6402463591202419
16,DL,-0.4098007755993137
17,DL,6.750581701296051
18,DL,4.648371129657846
19,DL,5.237400707519219
20,DL,5.808372364797138
21,DL,-1.1419485933894225
22,DL,-1.384462153393788
23,DL,4.381321408714703
24,DL,3.7917942375412634
25,DL,-0.5895564531581587
26,DL,4.794523244780288
27,DL,4.194941105271932
28,DL,3.3863621818281415
29,DL,5.035494532855258
30,DL,0.9600476606016081
31,DL,4.378113631889292
32,DL,7.534820015822733
33,DL,4.276103524043181
34,DL,4.6303119827822865
35,DL,7.051587840747406
36,DL,3.312784865248898
37,DL,1.3725916446480544
38,DL,0.10855903296843125
39,DL,3.908421418732273
40,DL,3.508573332199597
41,DL,5.066760439691
42,DL,3.817783662482364
43,DL,2.766314300614087
44,DL,6.06766046313114
45,DL,5.556748755765585
46,DL,0.10722327992936012
47,DL,1.9312255840991175
48,DL,4.93755858231816
49,DL,5.003543485706325
50,DL,5.30096774533168
51,DL,3.7968325331357007
52,DL,3.6967752924874526
53,DL,-0.47186967648570793
54,DL,3.5360768659029462
55,DL,3.184971466978302
56,DL,2.6816401214769394
57,DL,1.9690593771235583
58,DL,-0.6228742247205356
59,DL,6.392379130710304
60,DL,7.739817450647595
61,DL,6.349639406736657
62,DL,4.993329044794458
63,DL,5.694179476256199
64,DL,5.96508457602961
65,DL,1.4412421430508
66,DL,7.9689981983254015
67,DL,4.209928734089042
68,DL,5.551310244305295
69,DL,3.2255188459692725
70,DL,4.944611337580021
71,DL,2.140599051585025
72,DL,4.279597987729605
73,DL,4.069250438924365
74,DL,6.667621620586393
75,DL,3.2309579153100123
76,DL,3.331247767670148
77,DL,6.1147525557483124
78,DL,4.662069062124308
79,DL,6.8184355500248515
80,DL,5.69633969054946
81,DL,6.978175537200063
82,DL,2.9001551795441447
83,DL,5.440344056835835
84,DL,3.486208844058955
85,DL,6.0357740274865
86,DL,4.049857140803267
87,DL,2.8012977978037434
88,DL,3.5224759791480897
89,DL,6.635755797137181
90,DL,5.162048820708482
91,DL,4.180260247516818
92,DL,4.26496571331888
93,DL,1.0014590241271406
94,DL,4.764560832576189
95,DL,2.632719462867874
96,DL,2.195233433247678
97,DL,3.8152352244295225
98,DL,4.58252843685254
99,DL,6.236245412387598
100,DL,5.855845892169677
101,DL,2.3110240320407973
102,DL,4.201675414324247
103,DL,1.9366058049182393
104,DL,-0.16703538216935335
105,DL,2.956986841539117
106,DL,5.244501643199991
107,DL,6.517407392104403
108,DL,5.413010787521985
109,DL,5.5855090927521625
110,DL,0.20737459883972104
111,DL,5.090757444963325
112,DL,4.729582838519124
113,DL,2.0292541668501216
114,DL,0.9388540531478989
115,DL,5.079451415052096
116,DL,4.604446752294639
117,DL,1.9102457515826088
118,DL,4.18997026473507
119,DL,4.19033655091034
120,DL,2.382568769763477
121,DL,5.111050442387555
122,DL,4.268928424222248
123,DL,4.720643486572174
124,DL,5.078624246394396
125,DL,6.543034818665733
126,DL,2.6555227198577507
127,DL,6.137352715422153
128,DL,4.055230495581814
129,DL,7.4085286830031665
130,DL,2.6724307682907606
131,DL,5.590304471354406
132,DL,1.584614943851435
133,DL,3.538996165005744
134,DL,0.26423272602209347
135,DL,4.119378948879364
136,DL,5.3005119177015345
137,DL,7.820722543237624
138,DL,6.035048219848699
139,DL,4.178377029959309
140,DL,2.6058452271258785
141,DL,6.38962035660924
142,DL,4.324345773582659
143,DL,3.990121478072883
144,DL,2.905332134108931
145,DL,4.95309231954517
146,DL,1.287897157027389
147,DL,5.238059858070999
148,DL,2.6342616168128545
149,DL,5.217615410119115
150,DL,7.101483661195017
151,DL,5.136833807614293
152,DL,8.191345516643652
153,DL,6.5143327732532175
154,DL,4.709045292658421
155,DL,0.6261936692029071
156,DL,3.766007672658124
157,DL,4.155494285599434
158,DL,1.4288607934617228
159,DL,5.141623172842401
160,DL,0.3025948676821549
161,DL,2.2939980653981507
162,DL,4.121679964605592
163,DL,6.830518370511871
164,DL,3.8124422002010547
165,DL,3.387404613153284
166,DL,5.10794987005202
167,DL,3.9209490804851854
168,DL,2.797817510472293
169,DL,4.3591314849400415
170,DL,1.1140942891933991
171,DL,2.9113167617290867
172,DL,5.1405225986360525
173,DL,2.6159379451895215
174,DL,7.025669022142816
175,DL,0.5300603761210064
176,DL,4.201378542114802
177,DL,0.7852957478252861
178,DL,3.521918183100226
179,DL,4.438331523412975
180,DL,5.082133481176372
181,DL,4.161507311517051
182,DL,3.428332759671598
183,DL,0.43604685977615487
184,DL,0.686996126406888
185,DL,4.667457502316624
186,DL,5.365245134808044
187,DL,3.6352666349008347
188,DL,3.5652311098898664
189,DL,4.233776046798303
190,DL,6.735816226825975
191,DL,3.9642070410436454
192,DL,4.762213562201589
193,DL,6.356836148095799
194,DL,6.9634553146335705
195,DL,3.304460733283604
196,DL,3.810168715823289
197,DL,7.172935593564155
198,DL,4.1412056937381285
199,DL,3.064773216697341
200,DL,5.443915986080795
201,DL,3.0965307649975724
202,DL,0.7217073898775238
203,DL,2.9753993969798467
204,DL,-0.46469593756003225
205,DL,8.298761166950083
206,DL,6.304586733488483
207,DL,0.5054755189252229
208,DL,3.383091891060637
209,DL,4.073162926337997
210,DL,5.2450190432725385
211,DL,5.70004174181918
212,DL,2.730555166063202
213,DL,1.9466507671525144
214,DL,4.903761687178308
215,DL,6.844924156037228
216,DL,5.37625778495446
217,DL,4.2098536522002075
218,DL,6.289719788509072
219,DL,-0.923906557742931
220,DL,1.2769084869426564
221,DL,4.978225549504212
222,DL,1.7258267441581114
223,DL,0.7256014110562459
224,DL,2.730688585594919
225,DL,4.958090318360722
226,DL,6.0513523173787505
227,DL,4.528608548573931
228,DL,4.6382835463969325
229,DL,2.203777070274221
230,DL,3.475150912654198
231,DL,3.1019414583468974
232,DL,4.042690090414615
233,DL,3.898488789234311
234,DL,3.725769369566862
235,DL,4.377287628198647
236,DL,2.4266055225706733
237,DL,5.0134982972970406
238,DL,4.346453803556708
239,DL,3.7780388442993145
240,DL,5.067991210634067
241,DL,2.0209754779916334
242,DL,3.8079708516274358
243,DL,6.337208754566179
244,DL,2.4574137293594474
245,DL,4.292529929363214
246,DL,2.2849089248673224
247,DL,3.695365450924806
248,DL,2.5895170021700578
249,DL,2.119235382678375
250,DL,4.929533970443263
251,DL,3.5815434909829635
252,DL,5.600993425716479
253,DL,5.019344187983036
254,DL,4.2799471906739734
255,DL,4.576514158225805
256,DL,5.460878858916727
257,DL,-1.2184182668131474
258,DL,1.8317455481948062
259,DL,6.494626599970987
260,DL,7.743926710312913
261,DL,3.990062965920745
262,DL,7.161679447896896
263,DL,6.680076701528646
264,DL,5.207025051743907
265,DL,5.1634759300213116
266,DL,6.1324351894775555
267,DL,2.399786723421486
268,DL,4.593939177504089
269,DL,-2.2021911767060582
270,DL,3.4496860204969004
271,DL,2.9438536251397407
272,DL,3.3614209627612026
273,DL,5.251644142217179
274,DL,5.25817330427637
275,DL,4.3433707542169415
276,DL,5.980079516617396
277,DL,5.241241328974288
278,DL,2.67183074939207
279,DL,3.4340415531367454
280,DL,5.312020971837404
281,DL,4.902368861821767
282,DL,4.132727132663399
283,DL,3.804401210647172
284,DL,2.126724858493092
285,DL,4.471852292079242
286,DL,3.9467615898523114
287,DL,4.664760726807204
288,DL,5.021715458272251
289,DL,4.372304053637256
290,DL,4.90420853369755
291,DL,5.863176915723696
292,DL,4.829541086696904
293,DL,4.773288252028362
294,DL,3.9202880094235235
295,DL,2.1754486737737158
296,DL,3.5664624116127057
297,DL,0.7083544287475385
298,DL,2.692799436341977
299,DL,3.037768087817333
300,DL,2.859092553783302
301,DL,5.553286638550425
302,DL,2.9076515658445534
303,DL,5.065124811126352
304,DL,5.959484237165588
305,DL,7.064327082644693
306,DL,7.147105938477017
307,DL,4.051872920151366
308,DL,5.910453606983986
309,DL,1.815904762799186
310,DL,7.561807706886429
311,DL,2.711128477830186
312,DL,5.744487685826877
313,DL,3.6368839687595043
314,DL,4.513334791398621
315,DL,3.560384124952035
316,DL,4.378609469659883
317,DL,2.934576765600016
318,DL,5.379265156812901
319,DL,4.429847084131275
320,DL,1.3200981691201192
321,DL,4.539221376793769
322,DL,2.1223612992580287
323,DL,3.5079959663601934
324,DL,5.269280417295553
325,DL,7.129442401908259
326,DL,7.051290734734616
327,DL,1.683946765031245
328,DL,3.1727197597348367
329,DL,0.8051993958492737
330,DL,2.2935154091423167
331,DL,4.287830430941473
332,DL,2.9957124242144646
333,DL,3.8021366216432013
334,DL,3.626724858493092
335,DL,2.5918429179881826
336,DL,3.8512095485959073
337,DL,3.8334101355771297
338,DL,3.9955502667905223
339,DL,5.664341731164922
340,DL,0.31270160047510825
341,DL,3.1898481586029077
342,DL,4.377784481642341
343,DL,4.361061405764589
344,DL,2.3201848095396214
345,DL,5.826420791359789
346,DL,1.8213265330673856
347,DL,4.205403502959839
348,DL,6.51223815735022
349,DL,3.727407976294271
